Datetime,Pressure,Temperature,Salinity,Oxygen,Turbidity
2023-01-13 18:45:29,0.82,17.488,17.459,299.5,7.51
2023-01-13 18:45:29.200000,0.84,17.483,17.452,299.5,7.51
2023-01-13 18:45:29.400000,0.82,17.493,17.466,299.4,7.44
2023-01-13 18:45:29.600000,0.9,17.511,17.519,299.4,7.44
2023-01-13 18:45:29.800000,0.91,17.533,17.775,299.4,7.44
2023-01-13 18:45:30,1.01,17.605,18.114,299.4,7.44
2023-01-13 18:45:30.200000,1.09,17.668,18.459,299.4,7.44
2023-01-13 18:45:30.400000,1.26,17.747,18.877,299.4,7.44
2023-01-13 18:45:30.600000,1.39,17.801,19.303,299.4,7.37
2023-01-13 18:45:30.800000,1.5,17.764,19.952,299.4,7.37
2023-01-13 18:45:31,1.64,17.891,20.414,299.4,7.37
2023-01-13 18:45:31.200000,1.71,17.955,20.783,299.4,7.37
2023-01-13 18:45:31.400000,1.85,17.977,20.972,299.4,7.37
2023-01-13 18:45:31.600000,1.98,17.988,21.074,299.4,7.23
2023-01-13 18:45:31.800000,2.08,17.994,21.136,299.4,7.23
2023-01-13 18:45:32,2.15,17.994,21.241,299.4,7.23
2023-01-13 18:45:32.200000,2.27,17.996,21.564,299.4,7.23
2023-01-13 18:45:32.400000,2.46,18.003,22.058,304.1,7.23
2023-01-13 18:45:32.600000,2.49,17.984,22.418,304.1,7.23
2023-01-13 18:45:32.800000,2.57,17.952,22.582,304.1,7.09
2023-01-13 18:45:33,2.65,17.952,22.646,304.1,7.09
2023-01-13 18:45:33.200000,2.76,17.951,22.702,304.1,7.09
2023-01-13 18:45:33.400000,2.86,17.949,22.776,304.1,7.09
2023-01-13 18:45:33.600000,2.95,17.901,22.943,304.1,7.09
2023-01-13 18:45:33.800000,3.01,17.873,23.03,304.1,6.92
2023-01-13 18:45:34,3.1,17.858,23.091,304.1,6.92
2023-01-13 18:45:34.200000,3.22,17.848,23.171,304.1,6.92
2023-01-13 18:45:34.400000,3.29,17.858,23.215,304.1,6.92
2023-01-13 18:45:34.600000,3.45,17.877,23.257,304.1,6.92
2023-01-13 18:45:34.800000,3.56,17.879,23.292,304.1,6.92
2023-01-13 18:45:35,3.6,17.894,23.514,304.1,6.72
2023-01-13 18:45:35.200000,3.77,17.752,24.176,304.1,6.72
2023-01-13 18:45:35.400000,3.83,17.788,24.509,309.4,6.72
2023-01-13 18:45:35.600000,3.9,17.799,24.696,309.4,6.72
2023-01-13 18:45:35.800000,4.0,17.839,24.864,309.4,6.72
2023-01-13 18:45:36,4.13,17.938,25.403,309.4,6.72
2023-01-13 18:45:36.200000,4.23,17.851,25.932,309.4,6.5
2023-01-13 18:45:36.400000,4.34,17.748,26.259,309.4,6.5
2023-01-13 18:45:36.600000,4.4,17.696,26.424,309.4,6.5
2023-01-13 18:45:36.800000,4.57,17.605,26.663,309.4,6.5
2023-01-13 18:45:37,4.67,17.52,26.888,309.4,6.5
2023-01-13 18:45:37.200000,4.72,17.429,27.096,309.4,6.27
2023-01-13 18:45:37.400000,4.82,17.307,27.356,309.4,6.27
2023-01-13 18:45:37.600000,5.01,17.055,27.844,309.4,6.27
2023-01-13 18:45:37.800000,5.1,16.849,28.277,309.4,6.27
2023-01-13 18:45:38,5.2,16.682,28.705,309.4,6.27
2023-01-13 18:45:38.200000,5.35,16.568,28.942,309.4,6.27
