Datetime,Pressure,Temperature,Salinity,Oxygen,Turbidity
2023-01-14 10:22:14,1.47,17.182,18.054,289.2,-0.01
2023-01-14 10:22:14.200000,1.68,17.213,18.273,289.2,-0.01
2023-01-14 10:22:14.400000,1.77,17.208,18.461,289.2,-0.01
2023-01-14 10:22:14.600000,1.87,17.284,18.683,289.2,-0.01
2023-01-14 10:22:14.800000,2.0,17.318,18.804,289.2,-0.01
2023-01-14 10:22:15,2.15,17.324,18.832,289.2,-0.01
2023-01-14 10:22:15.200000,2.27,17.357,18.844,289.2,-0.01
2023-01-14 10:22:15.400000,2.34,17.394,18.889,289.2,-0.01
2023-01-14 10:22:15.600000,2.46,17.452,18.936,289.2,-0.01
2023-01-14 10:22:15.800000,2.55,17.524,19.027,290.6,-0.01
2023-01-14 10:22:16,2.67,17.625,19.401,290.6,0.0
2023-01-14 10:22:16.200000,2.76,17.669,19.877,290.6,0.0
2023-01-14 10:22:16.400000,2.84,17.731,20.326,290.6,0.0
2023-01-14 10:22:16.600000,2.93,17.769,20.61,290.6,0.0
2023-01-14 10:22:16.800000,3.07,17.776,20.663,290.6,0.0
2023-01-14 10:22:17,3.18,17.773,20.714,290.6,0.0
2023-01-14 10:22:17.200000,3.31,17.738,20.864,290.6,0.0
2023-01-14 10:22:17.400000,3.45,17.665,21.19,290.6,0.0
2023-01-14 10:22:17.600000,3.52,17.57,21.671,290.6,0.0
2023-01-14 10:22:17.800000,3.62,17.574,21.731,290.6,0.0
2023-01-14 10:22:18,3.77,17.531,21.816,290.6,0.0
2023-01-14 10:22:18.200000,3.92,17.53,21.854,290.6,-0.01
2023-01-14 10:22:18.400000,4.06,17.521,22.083,290.6,-0.01
2023-01-14 10:22:18.600000,4.17,17.546,22.177,290.6,-0.01
2023-01-14 10:22:18.800000,4.3,17.559,22.264,290.1,-0.01
2023-01-14 10:22:19,4.38,17.558,22.425,290.1,-0.01
2023-01-14 10:22:19.200000,4.63,17.56,22.553,290.1,-0.01
2023-01-14 10:22:19.400000,4.65,17.663,22.92,290.1,-0.01
2023-01-14 10:22:19.600000,4.82,17.687,23.28,290.1,-0.01
2023-01-14 10:22:19.800000,4.97,17.754,23.439,290.1,-0.01
2023-01-14 10:22:20,5.08,17.784,23.897,290.1,-0.01
2023-01-14 10:22:20.200000,5.24,17.679,24.43,290.1,-0.01
2023-01-14 10:22:20.400000,5.35,17.552,24.907,290.1,-0.02
