Datetime,Pressure,Temperature,Salinity,Oxygen,Turbidity
2023-01-14 07:53:59.100000,33.61,10.9,32.255,205.5,-0.41
2023-01-14 07:53:59.400000,33.46,10.904,32.256,204.5,-0.41
2023-01-14 07:53:59.500000,33.33,10.912,32.25,204.5,-0.41
2023-01-14 07:53:59.700000,33.23,10.907,32.256,204.5,-0.41
2023-01-14 07:53:59.900000,33.23,10.908,32.256,204.5,-0.41
2023-01-14 07:54:00.100000,33.14,10.909,32.249,204.5,-0.41
2023-01-14 07:54:00.300000,33.0,10.917,32.245,204.5,-0.41
2023-01-14 07:54:00.500000,32.81,10.921,32.246,204.5,-0.41
2023-01-14 07:54:00.700000,32.62,10.926,32.244,204.5,-0.41
2023-01-14 07:54:00.900000,32.51,10.926,32.242,204.5,-0.41
2023-01-14 07:54:01.100000,32.51,10.927,32.242,204.5,-0.42
2023-01-14 07:54:01.300000,32.41,10.927,32.243,204.5,-0.42
2023-01-14 07:54:01.500000,32.34,10.93,32.243,204.5,-0.42
2023-01-14 07:54:01.700000,32.15,10.934,32.239,204.5,-0.42
2023-01-14 07:54:01.900000,31.97,10.936,32.24,204.5,-0.42
2023-01-14 07:54:02.100000,31.84,10.937,32.241,204.5,-0.42
2023-01-14 07:54:02.300000,31.77,10.937,32.241,203.5,-0.42
2023-01-14 07:54:02.500000,31.71,10.937,32.24,203.5,-0.42
2023-01-14 07:54:02.700000,31.57,10.939,32.24,203.5,-0.42
2023-01-14 07:54:02.900000,31.46,10.94,32.239,203.5,-0.42
2023-01-14 07:54:03.100000,31.29,10.94,32.24,203.5,-0.42
2023-01-14 07:54:03.300000,31.25,10.941,32.24,203.5,-0.42
2023-01-14 07:54:03.500000,31.14,10.941,32.241,203.5,-0.42
2023-01-14 07:54:03.700000,31.17,10.941,32.239,203.5,-0.42
2023-01-14 07:54:03.900000,31.12,10.943,32.239,203.5,-0.42
2023-01-14 07:54:04.100000,30.97,10.949,32.239,203.5,-0.42
2023-01-14 07:54:04.300000,30.89,10.963,32.237,203.5,-0.42
2023-01-14 07:54:04.500000,30.79,10.965,32.239,203.5,-0.43
2023-01-14 07:54:04.700000,30.74,10.962,32.242,203.5,-0.43
2023-01-14 07:54:04.900000,30.66,10.966,32.24,203.5,-0.43
2023-01-14 07:54:05.100000,30.53,10.975,32.235,203.5,-0.43
2023-01-14 07:54:05.300000,30.32,10.98,32.235,203.0,-0.43
2023-01-14 07:54:05.500000,30.11,10.985,32.235,203.0,-0.43
2023-01-14 07:54:05.700000,30.05,10.987,32.233,203.0,-0.43
2023-01-14 07:54:05.900000,29.9,10.985,32.234,203.0,-0.43
2023-01-14 07:54:06.100000,29.8,10.985,32.234,203.0,-0.43
2023-01-14 07:54:06.300000,29.67,10.985,32.232,203.0,-0.43
2023-01-14 07:54:06.500000,29.48,10.987,32.232,203.0,-0.43
2023-01-14 07:54:06.700000,29.33,10.99,32.233,203.0,-0.44
2023-01-14 07:54:06.900000,29.23,10.988,32.234,203.0,-0.44
2023-01-14 07:54:07.100000,29.23,10.987,32.233,203.0,-0.44
2023-01-14 07:54:07.300000,29.27,10.987,32.233,203.0,-0.44
2023-01-14 07:54:07.500000,29.29,10.986,32.234,203.0,-0.44
2023-01-14 07:54:07.700000,29.18,10.987,32.234,203.0,-0.44
2023-01-14 07:54:07.900000,29.08,10.988,32.233,203.0,-0.44
2023-01-14 07:54:08.100000,28.89,10.993,32.232,203.0,-0.44
2023-01-14 07:54:08.300000,28.74,10.995,32.233,203.2,-0.44
2023-01-14 07:54:08.500000,28.64,10.995,32.233,203.2,-0.44
2023-01-14 07:54:08.700000,28.6,10.997,32.231,203.2,-0.44
2023-01-14 07:54:08.900000,28.47,11.003,32.228,203.2,-0.45
2023-01-14 07:54:09.100000,28.24,11.005,32.229,203.2,-0.45
2023-01-14 07:54:09.300000,28.11,11.029,32.221,203.2,-0.45
2023-01-14 07:54:09.500000,28.01,11.015,32.233,203.2,-0.45
2023-01-14 07:54:09.700000,27.99,11.023,32.222,203.2,-0.45
2023-01-14 07:54:09.900000,27.88,11.028,32.221,203.2,-0.45
2023-01-14 07:54:10.100000,27.71,11.036,32.215,203.2,-0.45
2023-01-14 07:54:10.300000,27.58,11.043,32.211,203.2,-0.45
2023-01-14 07:54:10.500000,27.44,11.044,32.211,203.2,-0.45
2023-01-14 07:54:10.700000,27.37,11.043,32.212,203.2,-0.45
2023-01-14 07:54:10.900000,27.31,11.045,32.21,203.2,-0.45
2023-01-14 07:54:11.100000,27.16,11.051,32.203,203.2,-0.46
2023-01-14 07:54:11.300000,26.99,11.052,32.201,203.6,-0.46
2023-01-14 07:54:11.500000,26.89,11.06,32.201,203.6,-0.46
2023-01-14 07:54:11.700000,26.81,11.06,32.2,203.6,-0.46
2023-01-14 07:54:11.900000,26.76,11.063,32.195,203.6,-0.46
2023-01-14 07:54:12.100000,26.78,11.067,32.194,203.6,-0.46
2023-01-14 07:54:12.300000,26.74,11.066,32.198,203.6,-0.46
2023-01-14 07:54:12.500000,26.76,11.072,32.197,203.6,-0.46
2023-01-14 07:54:12.700000,26.72,11.081,32.192,203.6,-0.46
2023-01-14 07:54:12.900000,26.55,11.08,32.195,203.6,-0.46
2023-01-14 07:54:13.100000,26.45,11.083,32.196,203.6,-0.46
2023-01-14 07:54:13.300000,26.3,11.091,32.2,203.6,-0.46
2023-01-14 07:54:13.500000,26.19,11.093,32.201,203.6,-0.46
2023-01-14 07:54:13.700000,26.09,11.097,32.197,203.6,-0.46
2023-01-14 07:54:13.900000,25.99,11.101,32.195,203.6,-0.46
2023-01-14 07:54:14.100000,25.86,11.111,32.192,203.6,-0.46
2023-01-14 07:54:14.300000,25.65,11.125,32.19,204.0,-0.46
2023-01-14 07:54:14.500000,25.5,11.139,32.184,204.0,-0.47
2023-01-14 07:54:14.700000,25.4,11.137,32.185,204.0,-0.47
2023-01-14 07:54:14.900000,25.29,11.139,32.185,204.0,-0.47
2023-01-14 07:54:15.100000,25.21,11.142,32.184,204.0,-0.47
2023-01-14 07:54:15.300000,25.06,11.15,32.183,204.0,-0.47
2023-01-14 07:54:15.500000,24.89,11.16,32.18,204.0,-0.47
2023-01-14 07:54:15.700000,24.7,11.168,32.181,204.0,-0.47
2023-01-14 07:54:15.900000,24.62,11.173,32.174,204.0,-0.47
2023-01-14 07:54:16.100000,24.64,11.175,32.174,204.0,-0.47
2023-01-14 07:54:16.300000,24.55,11.175,32.175,204.0,-0.47
2023-01-14 07:54:16.500000,24.41,11.181,32.173,204.0,-0.47
2023-01-14 07:54:16.700000,24.26,11.188,32.172,204.0,-0.47
2023-01-14 07:54:16.900000,24.17,11.191,32.172,204.0,-0.47
2023-01-14 07:54:17.100000,24.07,11.189,32.172,204.0,-0.47
2023-01-14 07:54:17.300000,24.07,11.192,32.169,204.0,-0.47
2023-01-14 07:54:17.500000,24.0,11.195,32.166,205.6,-0.47
2023-01-14 07:54:17.700000,23.98,11.193,32.168,205.6,-0.47
2023-01-14 07:54:17.900000,23.9,11.197,32.167,205.6,-0.47
2023-01-14 07:54:18.100000,23.75,11.201,32.165,205.6,-0.47
2023-01-14 07:54:18.300000,23.58,11.202,32.168,205.6,-0.47
2023-01-14 07:54:18.500000,23.46,11.208,32.17,205.6,-0.47
2023-01-14 07:54:18.700000,23.4,11.209,32.165,205.6,-0.47
2023-01-14 07:54:18.900000,23.35,11.214,32.163,205.6,-0.47
2023-01-14 07:54:19.100000,23.21,11.225,32.163,205.6,-0.47
2023-01-14 07:54:19.300000,22.93,11.248,32.16,205.6,-0.47
2023-01-14 07:54:19.500000,22.78,11.273,32.158,205.6,-0.47
2023-01-14 07:54:19.700000,22.72,11.272,32.162,205.6,-0.47
2023-01-14 07:54:19.900000,22.68,11.288,32.15,205.6,-0.47
2023-01-14 07:54:20.100000,22.62,11.297,32.148,205.6,-0.48
2023-01-14 07:54:20.300000,22.51,11.301,32.149,205.6,-0.48
2023-01-14 07:54:20.500000,22.41,11.312,32.152,208.8,-0.48
2023-01-14 07:54:20.700000,22.17,11.322,32.15,208.8,-0.48
2023-01-14 07:54:20.900000,22.03,11.325,32.157,208.8,-0.48
2023-01-14 07:54:21.100000,21.94,11.33,32.155,208.8,-0.48
2023-01-14 07:54:21.300000,21.86,11.335,32.152,208.8,-0.48
2023-01-14 07:54:21.500000,21.77,11.344,32.147,208.8,-0.48
2023-01-14 07:54:21.700000,21.58,11.356,32.146,208.8,-0.48
2023-01-14 07:54:21.900000,21.39,11.371,32.147,208.8,-0.48
2023-01-14 07:54:22.100000,21.31,11.373,32.149,208.8,-0.48
2023-01-14 07:54:22.300000,21.23,11.371,32.151,208.8,-0.48
