Datetime,Pressure,Temperature,Salinity,Oxygen,Turbidity
2023-01-13 17:05:30.100000,35.02,10.903,32.273,211.7,-0.54
2023-01-13 17:05:30.300000,34.98,10.904,32.273,211.7,-0.54
2023-01-13 17:05:30.400000,34.87,10.903,32.275,211.7,-0.54
2023-01-13 17:05:30.700000,34.85,10.902,32.277,211.7,-0.54
2023-01-13 17:05:30.900000,34.83,10.9,32.275,211.7,-0.54
2023-01-13 17:05:31.100000,34.83,10.9,32.275,211.7,-0.54
2023-01-13 17:05:31.300000,34.87,10.9,32.275,211.7,-0.54
2023-01-13 17:05:31.400000,34.79,10.9,32.277,211.7,-0.54
2023-01-13 17:05:31.600000,34.76,10.898,32.276,211.7,-0.54
2023-01-13 17:05:31.800000,34.72,10.895,32.275,211.7,-0.54
2023-01-13 17:05:32,34.74,10.894,32.276,211.7,-0.54
2023-01-13 17:05:32.200000,34.7,10.895,32.275,211.7,-0.55
2023-01-13 17:05:32.400000,34.64,10.894,32.277,211.7,-0.55
2023-01-13 17:05:32.600000,34.64,10.896,32.278,210.3,-0.55
2023-01-13 17:05:32.800000,34.66,10.896,32.278,210.3,-0.55
2023-01-13 17:05:33,34.58,10.896,32.277,210.3,-0.55
2023-01-13 17:05:33.200000,34.49,10.9,32.273,210.3,-0.54
2023-01-13 17:05:33.400000,34.37,10.904,32.27,210.3,-0.54
2023-01-13 17:05:33.600000,34.22,10.905,32.273,210.3,-0.54
2023-01-13 17:05:33.800000,34.15,10.906,32.271,210.3,-0.54
2023-01-13 17:05:34,34.07,10.908,32.268,210.3,-0.54
2023-01-13 17:05:34.200000,33.99,10.906,32.274,210.3,-0.54
2023-01-13 17:05:34.400000,33.99,10.905,32.272,210.3,-0.55
2023-01-13 17:05:34.600000,33.99,10.906,32.269,210.3,-0.55
2023-01-13 17:05:34.800000,34.03,10.902,32.271,210.3,-0.55
2023-01-13 17:05:35,33.99,10.902,32.27,210.3,-0.55
2023-01-13 17:05:35.200000,34.01,10.905,32.27,210.3,-0.55
2023-01-13 17:05:35.400000,33.96,10.903,32.269,210.3,-0.55
2023-01-13 17:05:35.600000,33.82,10.91,32.269,210.3,-0.55
2023-01-13 17:05:35.800000,33.67,10.91,32.268,209.5,-0.55
2023-01-13 17:05:36,33.63,10.91,32.269,209.5,-0.55
2023-01-13 17:05:36.200000,33.56,10.912,32.267,209.5,-0.55
2023-01-13 17:05:36.400000,33.48,10.912,32.269,209.5,-0.55
2023-01-13 17:05:36.600000,33.4,10.912,32.271,209.5,-0.55
2023-01-13 17:05:36.800000,33.35,10.91,32.271,209.5,-0.55
2023-01-13 17:05:37,33.29,10.908,32.269,209.5,-0.55
2023-01-13 17:05:37.200000,33.31,10.909,32.268,209.5,-0.55
2023-01-13 17:05:37.400000,33.25,10.911,32.268,209.5,-0.55
2023-01-13 17:05:37.600000,33.25,10.91,32.268,209.5,-0.55
2023-01-13 17:05:37.800000,33.19,10.909,32.27,209.5,-0.55
2023-01-13 17:05:38,33.16,10.909,32.27,209.5,-0.55
2023-01-13 17:05:38.200000,33.17,10.91,32.271,209.5,-0.55
2023-01-13 17:05:38.400000,33.12,10.914,32.271,209.5,-0.55
2023-01-13 17:05:38.600000,33.02,10.92,32.266,209.5,-0.55
2023-01-13 17:05:38.800000,32.93,10.921,32.267,208.6,-0.56
2023-01-13 17:05:39,32.83,10.927,32.27,208.6,-0.56
2023-01-13 17:05:39.200000,32.72,10.93,32.269,208.6,-0.56
2023-01-13 17:05:39.400000,32.6,10.93,32.27,208.6,-0.56
2023-01-13 17:05:39.600000,32.58,10.933,32.268,208.6,-0.56
2023-01-13 17:05:39.800000,32.47,10.934,32.271,208.6,-0.56
2023-01-13 17:05:40,32.43,10.931,32.274,208.6,-0.56
2023-01-13 17:05:40.200000,32.39,10.931,32.269,208.6,-0.56
2023-01-13 17:05:40.400000,32.34,10.934,32.268,208.6,-0.56
2023-01-13 17:05:40.600000,32.22,10.936,32.267,208.6,-0.56
2023-01-13 17:05:40.800000,32.17,10.938,32.266,208.6,-0.56
2023-01-13 17:05:41,32.13,10.939,32.267,208.6,-0.56
2023-01-13 17:05:41.200000,32.03,10.939,32.264,208.6,-0.56
2023-01-13 17:05:41.400000,31.94,10.933,32.266,208.6,-0.56
2023-01-13 17:05:41.600000,31.9,10.934,32.265,208.6,-0.56
2023-01-13 17:05:41.800000,31.82,10.934,32.261,208.1,-0.56
2023-01-13 17:05:42,31.69,10.934,32.261,208.1,-0.56
2023-01-13 17:05:42.200000,31.61,10.935,32.261,208.1,-0.56
2023-01-13 17:05:42.400000,31.52,10.937,32.262,208.1,-0.56
2023-01-13 17:05:42.600000,31.37,10.939,32.261,208.1,-0.56
2023-01-13 17:05:42.800000,31.19,10.939,32.261,208.1,-0.56
2023-01-13 17:05:43,31.08,10.943,32.263,208.1,-0.56
2023-01-13 17:05:43.200000,30.93,10.946,32.265,208.1,-0.56
2023-01-13 17:05:43.400000,30.81,10.953,32.261,208.1,-0.56
2023-01-13 17:05:43.600000,30.79,10.954,32.262,208.1,-0.56
2023-01-13 17:05:43.800000,30.68,10.956,32.261,208.1,-0.56
2023-01-13 17:05:44,30.57,10.96,32.258,208.1,-0.56
2023-01-13 17:05:44.200000,30.49,10.961,32.259,208.1,-0.56
2023-01-13 17:05:44.400000,30.36,10.965,32.255,208.1,-0.56
2023-01-13 17:05:44.600000,30.24,10.974,32.255,208.1,-0.56
2023-01-13 17:05:44.800000,30.07,10.972,32.256,207.8,-0.56
2023-01-13 17:05:45,29.94,10.975,32.253,207.8,-0.56
2023-01-13 17:05:45.200000,29.75,10.977,32.245,207.8,-0.56
2023-01-13 17:05:45.400000,29.56,10.975,32.237,207.8,-0.56
2023-01-13 17:05:45.600000,29.46,10.974,32.232,207.8,-0.56
2023-01-13 17:05:45.800000,29.27,10.972,32.227,207.8,-0.56
2023-01-13 17:05:46,29.02,10.971,32.223,207.8,-0.56
2023-01-13 17:05:46.200000,28.89,10.967,32.221,207.8,-0.56
2023-01-13 17:05:46.400000,28.78,10.968,32.219,207.8,-0.56
2023-01-13 17:05:46.600000,28.64,10.965,32.22,207.8,-0.55
2023-01-13 17:05:46.800000,28.45,10.968,32.218,207.8,-0.55
2023-01-13 17:05:47,28.36,10.969,32.218,207.8,-0.55
2023-01-13 17:05:47.200000,28.24,10.97,32.217,207.8,-0.55
2023-01-13 17:05:47.400000,28.13,10.97,32.217,207.8,-0.55
2023-01-13 17:05:47.600000,28.09,10.971,32.216,207.8,-0.55
2023-01-13 17:05:47.800000,27.92,10.974,32.213,206.8,-0.55
2023-01-13 17:05:48,27.8,10.977,32.214,206.8,-0.55
2023-01-13 17:05:48.200000,27.71,10.98,32.213,206.8,-0.55
2023-01-13 17:05:48.400000,27.5,10.983,32.212,206.8,-0.55
2023-01-13 17:05:48.600000,27.46,10.99,32.209,206.8,-0.55
2023-01-13 17:05:48.800000,27.33,10.996,32.21,206.8,-0.55
2023-01-13 17:05:49,27.18,11.006,32.211,206.8,-0.55
2023-01-13 17:05:49.200000,27.06,11.016,32.208,206.8,-0.55
2023-01-13 17:05:49.400000,26.85,11.023,32.212,206.8,-0.55
2023-01-13 17:05:49.600000,26.78,11.046,32.213,206.8,-0.55
2023-01-13 17:05:49.800000,26.64,11.071,32.21,206.8,-0.55
2023-01-13 17:05:50,26.53,11.077,32.209,206.8,-0.55
2023-01-13 17:05:50.200000,26.38,11.123,32.189,206.8,-0.55
2023-01-13 17:05:50.400000,26.36,11.164,32.18,206.8,-0.55
2023-01-13 17:05:50.600000,26.19,11.207,32.169,206.8,-0.55
2023-01-13 17:05:50.800000,26.09,11.224,32.172,205.6,-0.55
2023-01-13 17:05:51,26.01,11.238,32.169,205.6,-0.55
2023-01-13 17:05:51.200000,25.9,11.257,32.173,205.6,-0.55
2023-01-13 17:05:51.400000,25.84,11.292,32.165,205.6,-0.55
2023-01-13 17:05:51.600000,25.73,11.328,32.154,205.6,-0.55
2023-01-13 17:05:51.800000,25.67,11.345,32.153,205.6,-0.55
2023-01-13 17:05:52,25.59,11.351,32.155,205.6,-0.55
2023-01-13 17:05:52.200000,25.44,11.349,32.164,205.6,-0.55
2023-01-13 17:05:52.400000,25.35,11.345,32.164,205.6,-0.55
2023-01-13 17:05:52.600000,25.16,11.349,32.167,205.6,-0.55
2023-01-13 17:05:52.800000,25.06,11.353,32.163,205.6,-0.55
2023-01-13 17:05:53,24.95,11.363,32.159,205.6,-0.55
2023-01-13 17:05:53.200000,24.83,11.372,32.156,205.6,-0.55
2023-01-13 17:05:53.400000,24.76,11.382,32.157,205.6,-0.54
2023-01-13 17:05:53.600000,24.64,11.386,32.155,205.6,-0.54
2023-01-13 17:05:53.800000,24.59,11.387,32.153,206.7,-0.54
2023-01-13 17:05:54,24.57,11.382,32.159,206.7,-0.54
2023-01-13 17:05:54.200000,24.53,11.383,32.166,206.7,-0.54
2023-01-13 17:05:54.400000,24.47,11.429,32.14,206.7,-0.54
2023-01-13 17:05:54.600000,24.38,11.454,32.131,206.7,-0.54
2023-01-13 17:05:54.800000,24.26,11.458,32.132,206.7,-0.54
